title,duration,description,tags/0,tags/1,tags/2,tags/3,views,author,videoId,comments,numRatings,age,dateFeaturedEpoch,dateFeatured,timestampFeatured,stars,tags/4,tags/5,tags/6,tags/7,tags/8,tags/9,tags/10,tags/11,tags/12,tags/13,tags/14,tags/15,tags/16,tags/17,tags/18,tags/19,tags/20
Martha Stewart Teaching A Teen How To Fold a T-shirt,92,"Martha Stewart, who was attending the WSJ's D conference in Carlsbad, was having lunch earlier today, and for reasons unknown, went up to a teenager, asked him to take his T-shirt, and started teaching him how to fold it. And then it became a photo-opp...go figure. 
YouTube CEO Chad Hurley was at Martha's table (towards the end of the clip), and hi
	
		Martha Stewart, who was attending the WSJ's D conference in Carlsbad, was having lunch earlier today, and for reasons unknown, went up to a teenager, asked him to take his T-shirt, and started teaching him how to fold it. And then it became a photo-opp...go figure. 
YouTube CEO Chad Hurley was at Martha's table (towards the end of the clip), and his PR lady asked to upload video here. So here you go....
		... (more)
		(less)",marthastewart,,,,96800,alirafat,DFSRk2jeIZM,,443,3 days ago  in Category: Entertainment,1149471018000,"Mon, 05 Jun 2006 01:30:18 GMT",20060605013018,2.5,,,,,,,,,,,,,,,,,
Patent Pending - Band World - Episode 1,129,"Benny The Whale moves in to the Patent Pending house. The P-Unit boys are thrilled at first, but as food turns up missing, water bills soar and Benny is discovered to have a little 'problem' the band is contemplating getting the harpoon...",Patent,Pending,Benny,The,73221,WePutOut,N6GSpKCU-Dg,,300,4 days ago  in Category: Music,1149471018000,"Mon, 05 Jun 2006 01:30:18 GMT",20060605013018,2.5,Whale,We,Put,Out,Records,Punk,,,,,,,,,,,
Grandaddy,225,"Tripwire exclusive video. Jason Lytle performs ""Elevate Myself"" at Other Music in NYC.",Tripwire,Grandaddy,Other,Music,25672,thetripwiredotcom,2a2YNC2O9Z0,,69,3 days ago  in Category: Music,1149471018000,"Mon, 05 Jun 2006 01:30:18 GMT",20060605013018,2.5,New,York,,,,,,,,,,,,,,,
Tetris on piano,46,"ah sorry its not very good AT ALL!my pianos out of tune!! but i just wanted to post sumfin! so here u have it..me playin tetris, dont critise me coz i know its crap!! oh and it says ""HAND"" on my hand! add me on myspace if u like, myspace.com/cutie_mish and check out my other vids on youtube too",piano,tetris,girl,play,435136,cutiemish,RR_Q3VAyg4I,,2848,2 months ago  in Category: Music,1149471018000,"Mon, 05 Jun 2006 01:30:18 GMT",20060605013018,2.5,loser,,,,,,,,,,,,,,,,
"3 Heads ""World Was Ours"" Video",257,"www.the3heads.com 
Buy the CD:   www.cdbaby.com/3heads 
""The World Was Ours"" Video, the title track from The 3 Heads CD, The World Was Ours.  Partly shot in Humboldt County, and the other half was shot in Los Angeles.  Filmed and Directed by Zach Andrews. 
www.myspace.com/the3heads",World,Was,Ours,three,34066,The3Heads,_wdJP84hG5g,,131,1 month ago  in Category: Music,1149471018000,"Mon, 05 Jun 2006 01:30:18 GMT",20060605013018,2.5,heads,,,,,,,,,,,,,,,,
Monkey Chow Diaries: Day 5,248,"Five Days into his monkey food diet, Adam brings out his secret weapon... which of course only makes things worse.",monkey,food,diet,idiot,20020,angrymandotca,Gc0ANqPO4zA,,75,1 day ago  in Category: Entertainment,1149799751000,"Thu, 08 Jun 2006 20:49:11 GMT",20060608204911,2.5,,,,,,,,,,,,,,,,,
A Day At The Races: Towers of London,76,"See what the Towers of London get into when they're not on stage. 
 
Debut album, Blood, Sweat & Towers, in US stores 8/1/06!! 
 
More at www.thetowersoflondonus.com",towers,punk,rock,london,4915,TVTRecords,7u93g20ecf8,,20,1 month ago  in Category: Music,1149799751000,"Thu, 08 Jun 2006 20:49:11 GMT",20060608204911,2.5,comedy,crazy,race,bike,funny,rev,,,,,,,,,,,
Rick Rubin,217,"This is the video for Spank Rock's latest single, and hommage to 80's hiphop legend, Rick Rubin.",Spank,Rock,Big,Dada,33626,BigaDada,PsHtiInOdRk,,121,3 days ago  in Category: Music,1149799751000,"Thu, 08 Jun 2006 20:49:11 GMT",20060608204911,2.5,Ninja,Tune,Rick,Rubin,hiphop,hip-hop,hip,hop,synth,rap,air,cock,thrust,,,,
Who Stole The Cookie From the Cookie Jar,189,"When I was in Korea, I taught kindergarten. These are the kids I taught in the peter rabbit class. Oh, and before any one asks, Sherry (the queen) is saying ""kiss my hand"" not ""kiss my ass."" Her pronunciation is just a little strained. Also, the guy eating the cookie, in case you haven't guessed, is me. Though I'm a lot less blond now. The kids lik
	
		When I was in Korea, I taught kindergarten. These are the kids I taught in the peter rabbit class. Oh, and before any one asks, Sherry (the queen) is saying ""kiss my hand"" not ""kiss my ass."" Her pronunciation is just a little strained. Also, the guy eating the cookie, in case you haven't guessed, is me. Though I'm a lot less blond now. The kids liked that. Blond hair in korea is like being a movie star or something. 
 
 
IF you want to read more about my time in korea, go here: 
http://www.studenttraveler.com/mag/05-02/teaching-korea.php 
 
OR here, though scroll to the bottom for the first story: 
http://www.rileyinkorea.blogspot.com/
		... (more)
		(less)",Korea,cute,kids,children,123509,Elbadasso,a96TmrxZRXY,,1463,1 week ago  in Category: Entertainment,1149799751000,"Thu, 08 Jun 2006 20:49:11 GMT",20060608204911,2.5,funny,movie,NYPD,cops,,,,,,,,,,,,,
Kitten vs Frontrow (by mattcoats),111,"This is Robot, Matt Coats kitten. She likes Frontrow a lot. Be her friend at http://myspace.com/robotkitten",Apple,powerbook,macbook,frontrow,408113,knutmo,cdXTDovB9K8,,2206,1 week ago  in Category: Pets & Animals,1149799751000,"Thu, 08 Jun 2006 20:49:11 GMT",20060608204911,2.5,cat,kitten,,,,,,,,,,,,,,,
No Swearing!,729,"In which our anti-hero tries to keep from swearing through an entire episode.  
 
NEW THEMESONG NEEDED! It must be copyright-free and made just for me! If you've got music you think would be good for my shows, send me a small sample to boh3m3utoob@gmail.com 
 
Edit: DUDE!!! I""M FEATURED!!!! GAAAH! *STROKE* 
 
double-no-feeling-on-one-side-of-body-e
	
		In which our anti-hero tries to keep from swearing through an entire episode.  
 
NEW THEMESONG NEEDED! It must be copyright-free and made just for me! If you've got music you think would be good for my shows, send me a small sample to boh3m3utoob@gmail.com 
 
Edit: DUDE!!! I""M FEATURED!!!! GAAAH! *STROKE* 
 
double-no-feeling-on-one-side-of-body-edit: Here's the graph: http://www.alexa.com/data/details/traffic_details?⦥=1y& size=large&compare;_sites=myspace.com&y;=r&url;=youtube.com#top
		... (more)
		(less)",interview,questions,boh3m3,youtube,124646,boh3m3,egat8JwGpos,,1146,2 days ago  in Category: News & Blogs,1149799751000,"Thu, 08 Jun 2006 20:49:11 GMT",20060608204911,2.5,again,commentary,cruddy,theme,song,,,,,,,,,,,,
Save the Internets,240,"The internet is under attack by huge telecoms like AT&T.; Americans across the country are fighting back, but does Washington, DC care? Or are they going to sell out the internet regardless? Musicians like Moby care because your ability to download and listen to music from iTunes and videos from youtube could be in jeopardy. The only way to save the
	
		The internet is under attack by huge telecoms like AT&T.; Americans across the country are fighting back, but does Washington, DC care? Or are they going to sell out the internet regardless? Musicians like Moby care because your ability to download and listen to music from iTunes and videos from youtube could be in jeopardy. The only way to save the internet from these big companies is through NET NEUTRALITY. Watch this video to see Moby bring the issue of NET NEUTRALITY to Congress. 
 
Produced & Edited by Laura Dawn, Adam Green, and Jason Rosenberg &   
Dan Manatt of PoliticsTV.com 
Directed by Laura Dawn 
Music by Daron Murphy & Laura Dawn
		... (more)
		(less)",net,neutrality,save,the,97489,Politicstv,xOJnKgsWPGw,,650,3 days ago  in Category: News & Blogs,1149799751000,"Thu, 08 Jun 2006 20:49:11 GMT",20060608204911,2.5,internet,moby,moveon,politicstv.com,network,,,,,,,,,,,,
Who Killed the Electric Car trailer,134,"It was among the fastest, most efficient production cars ever built.  It ran on electricity, produced no emissions and catapulted American technology to the forefront of the automotive industry.  The lucky few who drove it never wanted to give it up.  So why did General Motors crush its fleet of EV1 electric vehicles in the Arizona desert?   
 
WHO
	
		It was among the fastest, most efficient production cars ever built.  It ran on electricity, produced no emissions and catapulted American technology to the forefront of the automotive industry.  The lucky few who drove it never wanted to give it up.  So why did General Motors crush its fleet of EV1 electric vehicles in the Arizona desert?   
 
WHO KILLED THE ELECTRIC CAR? chronicles the life and mysterious death of the GM EV1, examining its cultural and economic ripple effects and how they reverberated through the halls of government and big business.
		... (more)
		(less)",documentary,trailer,Sony,Pictures,291846,SonyPicturesClassics,MSBykAngDpY,,1068,3 days ago  in Category: Entertainment,1149799751000,"Thu, 08 Jun 2006 20:49:11 GMT",20060608204911,2.5,Classics,June,28th,,,,,,,,,,,,,,
Amazing Landings and Takeoffs!,137,"Check out the A-340 spooling up and the two guys hanging on for dear life at the fence! 
Also check out my drumming videos here on YouTube! myspace.com/scottdaviesdrummer",airplane,flying,aviation,plane,243466,patton303,NemEIFQgMVo,,803,3 months ago  in Category: Entertainment,1149799751000,"Thu, 08 Jun 2006 20:49:11 GMT",20060608204911,2.5,runway,Fokker,airports,beach,st,maartens,takeoffs,takeoff,landing,landings,,,,,,,
Skeleton Gig,90,Skeleton gig,Puppet,,,,421133,pukkaice,9MI944_JDDI,,3245,5 days ago  in Category: Comedy,1149799751000,"Thu, 08 Jun 2006 20:49:11 GMT",20060608204911,2.5,,,,,,,,,,,,,,,,,
On the Set of Spiderman 3,36,"Spiderman swings across Foley Square in New York - June 10, 2006",spiderman,spiderman3,newyork,nyc,212562,manyhighways,sJ6mjRrKi7c,,589,1 day ago  in Category: Entertainment,1150098904000,"Mon, 12 Jun 2006 07:55:04 GMT",20060612075504,2.5,movie,,,,,,,,,,,,,,,,
Daiamondhead and Pipeline,224,"A list of Japanese genius guitars is still 9 years old, but technique is distinguished",ventures,kids,guitar,japan,211656,litlleterrykohei,boneScKCGuU,,1123,2 days ago  in Category: Music,1150098904000,"Mon, 12 Jun 2006 07:55:04 GMT",20060612075504,2.5,surf,live,livehouse,,,,,,,,,,,,,,
Brasil fan Francis at Fan Fest Berlin,26,"Brasil fan Francis, works in a beer tent at Fan Fest Berlin. She seemed confident about Brasil's chances.",WorldCup,WorldCupBlog,Football,Berlin,266493,WorldCupBlog,yXlyjj18CBs,,868,3 days ago  in Category: Sports,1150098904000,"Mon, 12 Jun 2006 07:55:04 GMT",20060612075504,2.5,BrasilFan,Francis,,,,,,,,,,,,,,,
ZACH,323,My first post.,Zach,Braff,,,148703,zachbraffdotcom,WGrH-5vxjpk,,962,5 days ago  in Category: Entertainment,1150098904000,"Mon, 12 Jun 2006 07:55:04 GMT",20060612075504,2.5,,,,,,,,,,,,,,,,,
Monkey Chow Diaries: Day 5,248,"Five Days into his monkey food diet, Adam brings out his secret weapon... which of course only makes things worse.",monkey,food,diet,idiot,102408,angrymandotca,Gc0ANqPO4zA,,392,4 days ago  in Category: Entertainment,1150098904000,"Mon, 12 Jun 2006 07:55:04 GMT",20060612075504,2.5,,,,,,,,,,,,,,,,,
A Day At The Races: Towers of London,76,"See what the Towers of London get into when they're not on stage. 
 
Debut album, Blood, Sweat & Towers, in US stores 8/1/06!! 
 
More at www.thetowersoflondonus.com",towers,punk,rock,london,59430,TVTRecords,7u93g20ecf8,,154,1 month ago  in Category: Music,1150098904000,"Mon, 12 Jun 2006 07:55:04 GMT",20060612075504,2.5,comedy,crazy,race,bike,funny,rev,,,,,,,,,,,
Rick Rubin,217,"This is the video for Spank Rock's latest single, and hommage to 80's hiphop legend, Rick Rubin.",Spank,Rock,Big,Dada,63099,BigaDada,PsHtiInOdRk,,183,6 days ago  in Category: Music,1150098904000,"Mon, 12 Jun 2006 07:55:04 GMT",20060612075504,2.5,Ninja,Tune,Rick,Rubin,hiphop,hip-hop,hip,hop,synth,rap,air,cock,thrust,,,,
Who Stole The Cookie From the Cookie Jar,189,"First things first: if you know anyone in Korea could you forward the link to them? I'd love if it ended up in the inboxes of the kids from the video. 
 
As for the kids, when I was in Korea, I taught kindergarten. These are the kids I taught in the peter rabbit class. Oh, and before any one asks, Sherry (the queen) is saying ""kiss my hand"" not ""ki
	
		First things first: if you know anyone in Korea could you forward the link to them? I'd love if it ended up in the inboxes of the kids from the video. 
 
As for the kids, when I was in Korea, I taught kindergarten. These are the kids I taught in the peter rabbit class. Oh, and before any one asks, Sherry (the queen) is saying ""kiss my hand"" not ""kiss my ass."" Her pronunciation is just a little strained. Also, the guy eating the cookie, in case you haven't guessed, is me. Though I'm a lot less blond now. The kids liked that. Blond hair in korea is like being a movie star or something. 
 
 
IF you want to read more about my time in korea, go here: 
http://www.studenttraveler.com/mag/05-02/teaching-korea.php 
 
OR here, though scroll to the bottom for the first story: 
http://www.rileyinkorea.blogspot.com/ 
 
Finally, the editor for this is Yoshie Ishiguro. She's hella talented.
		... (more)
		(less)",Korea,cute,kids,children,269594,Elbadasso,a96TmrxZRXY,,2799,1 week ago  in Category: Entertainment,1150098904000,"Mon, 12 Jun 2006 07:55:04 GMT",20060612075504,2.5,funny,movie,NYPD,cops,,,,,,,,,,,,,
Kitten vs Frontrow (by mattcoats),111,"This is Robot, Matt Coats kitten. She likes Frontrow a lot. Be her friend at http://myspace.com/robotkitten",Apple,powerbook,macbook,frontrow,756125,knutmo,cdXTDovB9K8,,3359,1 week ago  in Category: Pets & Animals,1150098904000,"Mon, 12 Jun 2006 07:55:04 GMT",20060612075504,2.5,cat,kitten,,,,,,,,,,,,,,,
No Swearing!,729,"In which our anti-hero tries to keep from swearing through an entire episode.  
 
NEW THEMESONG NEEDED! It must be copyright-free and made just for me! If you've got music you think would be good for my shows, send me a small sample to boh3m3utoob@gmail.com 
 
Edit: DUDE!!! I""M FEATURED!!!! GAAAH! *STROKE* 
 
double-no-feeling-on-one-side-of-body-e
	
		In which our anti-hero tries to keep from swearing through an entire episode.  
 
NEW THEMESONG NEEDED! It must be copyright-free and made just for me! If you've got music you think would be good for my shows, send me a small sample to boh3m3utoob@gmail.com 
 
Edit: DUDE!!! I""M FEATURED!!!! GAAAH! *STROKE* 
 
double-no-feeling-on-one-side-of-body-edit: Here's the graph: http://www.alexa.com/data/details/traffic_details?⦥=1y& size=large&compare;_sites=myspace.com&y;=r&url;=youtube.com#top
		... (more)
		(less)",interview,questions,boh3m3,youtube,179302,boh3m3,egat8JwGpos,,1671,5 days ago  in Category: News & Blogs,1150098904000,"Mon, 12 Jun 2006 07:55:04 GMT",20060612075504,2.5,again,commentary,cruddy,theme,song,,,,,,,,,,,,
"Hope Is Emo: Chapter One ""The Words Are Dying""",204,"Hope Is Emo is from the guys at AskANinja.com and Crista Flanagan of MADtv. Hope gets advice from the net and tries to stop being so emo. 
 
 
Add Hope to your myspace: http://myspace.com/hopeisemo/",hopeisemo,askaninja,funny,cool,22797,digitalfilmmaker,JMvMzQ4Vu-8,,187,13 hours ago  in Category: Comedy,1150189164000,"Tue, 13 Jun 2006 08:59:24 GMT",20060613085924,2.5,humor,emo,,,,,,,,,,,,,,,
Motorola Q running pocket NES,19,"lousy camera work I know, its a off another cam phone, but you get the idea.",motorola,pocketnes,,,41444,wildkatct,aSL4mp6rqsc,,242,3 days ago  in Category: Science & Technology,1150189164000,"Tue, 13 Jun 2006 08:59:24 GMT",20060613085924,2.5,,,,,,,,,,,,,,,,,
The YouTube Song!,168,"EDIT: FEATURED!?  Wow...and of all videos hahaha Thanks Everyone!! 
 
 
The YouTube Song 
 
 
A little site started ages ago 
Where people could submit their videos 
Little did we know the site grew bigger 
When everyone thought MySpace was the winner 
 
 
Dogs and cats and blogs and more 
Our time has just jumped out of that door 
There's so much to see
	
		EDIT: FEATURED!?  Wow...and of all videos hahaha Thanks Everyone!! 
 
 
The YouTube Song 
 
 
A little site started ages ago 
Where people could submit their videos 
Little did we know the site grew bigger 
When everyone thought MySpace was the winner 
 
 
Dogs and cats and blogs and more 
Our time has just jumped out of that door 
There's so much to see it's like a dream 
There's nothing in the world we haven't seen, now 
 
 
Youtube for the win 
Replacing TV ohohoh 
I thinking I'm going blind 
From my monitors screen 
 
 
Youtube ohohoh 
Youtube ohohoh 
 
 
Celebrities coming from left to right 
Thewinekone, boh3m3, and even Spike *wink* 
It makes us cry everyday 
Cause we're laughing our butts off into the night 
Every night 
 
 
*Breaths in* 
 
 
Dogs and cats and blogs and more 
Our time has just jumped out of that door 
There's so much to see it's like a dream 
There's nothing in the world we haven't seen, ohohohoh 
 
 
Youtube for the win 
Replacing TV ohohoh 
I thinking I'm going blind 
From my monitors screen 
 
 
Youtube for the win 
Replacing TV ohohoh 
I thinking I'm going blind 
From my monitors screen 
 
 
YOUTUBE FOR THE WIN HEY!
		... (more)
		(less)",the,youtube,song,funny,37981,SpikeDaPenguin,XM4upsZWWJQ,,628,2 days ago  in Category: Entertainment,1150189164000,"Tue, 13 Jun 2006 08:59:24 GMT",20060613085924,2.5,comedy,cute,wtf,monitor,blind,thewinekone,boh3m3,Spike,SpikeDaPenguin,FTW,TV,,,,,,
On the Set of Spiderman 3,36,"Spiderman swings across Foley Square in New York - June 10, 2006",spiderman,spiderman3,newyork,nyc,484477,manyhighways,sJ6mjRrKi7c,,1247,2 days ago  in Category: Entertainment,1150189164000,"Tue, 13 Jun 2006 08:59:24 GMT",20060613085924,2.5,movie,,,,,,,,,,,,,,,,
Daiamondhead and Pipeline,224,"A list of Japanese genius guitars is still 9 years old, but technique is distinguished",ventures,kids,guitar,japan,311750,litlleterrykohei,boneScKCGuU,,1485,3 days ago  in Category: Music,1150189164000,"Tue, 13 Jun 2006 08:59:24 GMT",20060613085924,2.5,surf,live,livehouse,,,,,,,,,,,,,,
Brasil fan Francis at Fan Fest Berlin,26,"Brasil fan Francis, works in a beer tent at Fan Fest Berlin. She seemed confident about Brasil's chances.",WorldCup,WorldCupBlog,Football,Berlin,324290,WorldCupBlog,yXlyjj18CBs,,1024,4 days ago  in Category: Sports,1150189164000,"Tue, 13 Jun 2006 08:59:24 GMT",20060613085924,2.5,BrasilFan,Francis,,,,,,,,,,,,,,,
ZACH,323,My first post.,Zach,Braff,,,168679,zachbraffdotcom,WGrH-5vxjpk,,1075,6 days ago  in Category: Entertainment,1150189164000,"Tue, 13 Jun 2006 08:59:24 GMT",20060613085924,2.5,,,,,,,,,,,,,,,,,
Monkey Chow Diaries: Day 5,248,"Five Days into his monkey food diet, Adam brings out his secret weapon... which of course only makes things worse.",monkey,food,diet,idiot,113209,angrymandotca,Gc0ANqPO4zA,,421,5 days ago  in Category: Entertainment,1150189164000,"Tue, 13 Jun 2006 08:59:24 GMT",20060613085924,2.5,,,,,,,,,,,,,,,,,
A Day At The Races: Towers of London,76,"See what the Towers of London get into when they're not on stage. 
 
 
Debut album, Blood, Sweat & Towers, in US stores 8/1/06!! 
 
 
More at www.thetowersoflondonus.com",towers,punk,rock,london,71103,TVTRecords,7u93g20ecf8,,176,1 month ago  in Category: Music,1150189164000,"Tue, 13 Jun 2006 08:59:24 GMT",20060613085924,2.5,comedy,crazy,race,bike,funny,rev,,,,,,,,,,,
Rick Rubin,217,"This is the video for Spank Rock's latest single, and hommage to 80's hiphop legend, Rick Rubin.",Spank,Rock,Big,Dada,70637,BigaDada,PsHtiInOdRk,,198,1 week ago  in Category: Music,1150189164000,"Tue, 13 Jun 2006 08:59:24 GMT",20060613085924,2.5,Ninja,Tune,Rick,Rubin,hiphop,hip-hop,hip,hop,synth,rap,air,cock,thrust,,,,
Vblog - how to be popular on youtube,387,"I talk, mostly about how to be popular on youtube, but also about the beard, smoking, users worth watching, and I dance, poorly! amongst other things",winekone,fitlthywhore,utnow,morbeck,6309,Blunty3000,RFxh75UJcCE,,150,1 week ago  in Category: News & Blogs,1150407985000,"Thu, 15 Jun 2006 21:46:25 GMT",20060615214625,2.5,boh3m3,strip,dance,panties,popular,utube,users,mime,beard,kevin,smith,topless,,,,,
funky little shredrock guitar thingy by Micah,30,Its just a short little movie of a new guitar piece I am working on. I just felt like putting a new one up and see if anyone watches it.,guitar,shred,micah,vancouver,10001,downburst,mbOnDTijFHU,,146,13 hours ago  in Category: Music,1150407985000,"Thu, 15 Jun 2006 21:46:25 GMT",20060615214625,2.5,metal,funk,country,rock,,,,,,,,,,,,,
Just Like Emmalina: Lazydork Raps,161,"An original song lamenting my lack of youtube game. 
 
 
The mp3 is available free at: 
www.lazydork.com/emmalina.mp3",lazydork,emmalina,rap,youtube,130554,rickyste,M8VjJuHl5nU,,1875,4 days ago  in Category: Entertainment,1150407985000,"Thu, 15 Jun 2006 21:46:25 GMT",20060615214625,2.5,,,,,,,,,,,,,,,,,
Cheeky Monkey..,62,"The monkey stole my Fanta, El mono me robo la fanta... (cabron...:)",mono,monkey,fanta,robar,98311,dailos1,SugcgHsIMGc,,576,2 days ago  in Category: Comedy,1150407985000,"Thu, 15 Jun 2006 21:46:25 GMT",20060615214625,2.5,steel,,,,,,,,,,,,,,,,
Hak.5 Microshaft Web 2.0 Framework,67,Hak.5 Microshaft Web 2.0 Framework,Hak5,Vidcast,IPTV,tech,52318,Hak5Darren,gmo1ef7tVso,,318,2 months ago  in Category: News & Blogs,1150407985000,"Thu, 15 Jun 2006 21:46:25 GMT",20060615214625,2.5,code,hack,mod,comedy,,,,,,,,,,,,,
"Hope Is Emo: Chapter One ""The Words Are Dying""",204,"Hope Is Emo is from the guys at AskANinja.com and Crista Flanagan of MADtv. Hope gets advice from the net and tries to stop being so emo. 
 
 
Add Hope to your myspace: http://myspace.com/hopeisemo/",hopeisemo,askaninja,funny,cool,372664,digitalfilmmaker,JMvMzQ4Vu-8,,2294,3 days ago  in Category: Comedy,1150407985000,"Thu, 15 Jun 2006 21:46:25 GMT",20060615214625,2.5,humor,emo,,,,,,,,,,,,,,,
Motorola Q running pocket NESter,19,"lousy camera work I know, its a off another cam phone, but you get the idea. 
Since I am on the front page and I have a ton of pms about it ill post it here. 
 
 
I found the version of Pocketnes at http://www.modaco.com/ 
 
 
this post specificaly. 
 
 
http://www.modaco.com/PocketNesterPlus-06-t237915.html 
 
 
I had to set the screen to landscape and f
	
		lousy camera work I know, its a off another cam phone, but you get the idea. 
Since I am on the front page and I have a ton of pms about it ill post it here. 
 
 
I found the version of Pocketnes at http://www.modaco.com/ 
 
 
this post specificaly. 
 
 
http://www.modaco.com/PocketNesterPlus-06-t237915.html 
 
 
I had to set the screen to landscape and fix the controls, since its in landscape Up is actually Left, and so forth. 
 
 
THIS WILL ONLY WORK ON WINDOWS SMARTPHONE or Pocket PC based phones. There are either emulators out there for other platforms, but I dont know if it will work on your specific phone.
		... (more)
		(less)",motorola,pocketnes,,,147678,wildkatct,aSL4mp6rqsc,,690,5 days ago  in Category: Science & Technology,1150407985000,"Thu, 15 Jun 2006 21:46:25 GMT",20060615214625,2.5,,,,,,,,,,,,,,,,,
The YouTube Song!,168,"EDIT: FEATURED!?  Wow...and of all videos hahaha Thanks Everyone!! 
 
 
The YouTube Song 
 
 
A little site started ages ago 
Where people could submit their videos 
Little did we know the site grew bigger 
When everyone thought MySpace was the winner 
 
 
Dogs and cats and blogs and more 
Our time has just jumped out of that door 
There's so much to see
	
		EDIT: FEATURED!?  Wow...and of all videos hahaha Thanks Everyone!! 
 
 
The YouTube Song 
 
 
A little site started ages ago 
Where people could submit their videos 
Little did we know the site grew bigger 
When everyone thought MySpace was the winner 
 
 
Dogs and cats and blogs and more 
Our time has just jumped out of that door 
There's so much to see it's like a dream 
There's nothing in the world we haven't seen, now 
 
 
Youtube for the win 
Replacing TV ohohoh 
I thinking I'm going blind 
From my monitors screen 
 
 
Youtube ohohoh 
Youtube ohohoh 
 
 
Celebrities coming from left to right 
Thewinekone, boh3m3, and even Spike *wink* 
It makes us cry everyday 
Cause we're laughing our butts off into the night 
Every night 
 
 
*Breaths in* 
 
 
Dogs and cats and blogs and more 
Our time has just jumped out of that door 
There's so much to see it's like a dream 
There's nothing in the world we haven't seen, ohohohoh 
 
 
Youtube for the win 
Replacing TV ohohoh 
I thinking I'm going blind 
From my monitors screen 
 
 
Youtube for the win 
Replacing TV ohohoh 
I thinking I'm going blind 
From my monitors screen 
 
 
YOUTUBE FOR THE WIN HEY!
		... (more)
		(less)",the,youtube,song,funny,105024,SpikeDaPenguin,XM4upsZWWJQ,,1485,4 days ago  in Category: Entertainment,1150407985000,"Thu, 15 Jun 2006 21:46:25 GMT",20060615214625,2.5,comedy,cute,wtf,monitor,blind,thewinekone,boh3m3,Spike,SpikeDaPenguin,FTW,TV,,,,,,
On the Set of Spiderman 3,36,"Spiderman swings across Foley Square in New York - June 10, 2006",spiderman,spiderman3,newyork,nyc,672468,manyhighways,sJ6mjRrKi7c,,1634,4 days ago  in Category: Entertainment,1150407985000,"Thu, 15 Jun 2006 21:46:25 GMT",20060615214625,2.5,movie,,,,,,,,,,,,,,,,
Daiamondhead and Pipeline,224,"Japanese genius guitarist is still 9 years old, but technique is distinguished",ventures,kids,guitar,japan,389877,litlleterrykohei,boneScKCGuU,,1811,5 days ago  in Category: Music,1150407985000,"Thu, 15 Jun 2006 21:46:25 GMT",20060615214625,2.5,surf,live,livehouse,,,,,,,,,,,,,,
SAAB performance team,117,saab,wmv,,,,289256,LourdesChang,BB4fEbodGs0,,1254,3 days ago  in Category: Autos & Vehicles,1150774347000,"Tue, 20 Jun 2006 03:32:27 GMT",20060620033227,2.5,,,,,,,,,,,,,,,,,
Vlog - It's an epidemic,42,Short decipher of what youtube has become.,winekone,emmalina,yoga,boh3m3,48552,bhrett,Pyz5vagVZbg,,643,3 days ago  in Category: Comedy,1150774347000,"Tue, 20 Jun 2006 03:32:27 GMT",20060620033227,2.5,filthywhore,sign,language,joke,diet,coke,mentos,,,,,,,,,,
American Idol phone call,285,My fake audition for American Idol created by using my lousy voice and my humor for radio.  I am hopiung you will enjoy it,american,idol,radio,audition,83351,macgyvergg,-Tbyv9ZY7mI,,912,4 days ago  in Category: Entertainment,1150774347000,"Tue, 20 Jun 2006 03:32:27 GMT",20060620033227,2.5,phone,call,,,,,,,,,,,,,,,
harder tetris on piano,101,"ok well some of u was goin on about how easy it is to play tetris, so i dug out the harder 1! i have to say i am only level 5 on piano! and yes my piano is still out of tune!!!",piano,tetris,girl,loser,149202,cutiemish,vLe8WQN7jv4,,864,4 days ago  in Category: People,1150774347000,"Tue, 20 Jun 2006 03:32:27 GMT",20060620033227,2.5,fish,dork,BBC,,,,,,,,,,,,,,
run of the mill,151,"just your regular run of the mill video blog lots of blah blah blah and uhmm uhmm uhmm extra uhm actually...on the side !!! a message to all my ""haters"" etc. you know the usual. 
 
I love you all =) everyone of you even the mean ones !!!!",Brookers,Video,blog,crazy,172249,Brookers,COmws6rfVhE,,1733,2 days ago  in Category: Comedy,1150774347000,"Tue, 20 Jun 2006 03:32:27 GMT",20060620033227,2.5,funny,insane,woot,,,,,,,,,,,,,,
Gabe Murloc,5,Do I play too much WOW?,penny,,,,282299,cwgabe,9c0HOkknI7I,,1359,3 days ago  in Category: Video Games,1150774347000,"Tue, 20 Jun 2006 03:32:27 GMT",20060620033227,2.5,,,,,,,,,,,,,,,,,
11 club passing on unicycle,12,"Vova and Olga passing 11 clubs while Vova idling the unicycle. 
8 July 2003",Vova,Olga,juggling,unicycle,139294,Galchenko,6XisAqInsLo,,771,5 days ago  in Category: Sports,1150774347000,"Tue, 20 Jun 2006 03:32:27 GMT",20060620033227,2.5,Galchenko,juggler,juggle,,,,,,,,,,,,,,
The Dutch invade Germany,35,I've never seen so much orange in one place in my life!  This clip is from the Dutch fans going to the World Cup football game in Stuttgart,fussball,fußball,futebol,WM,202116,3rdfloor,kA8Q2U17BI0,,626,2 days ago  in Category: Travel & Places,1150774347000,"Tue, 20 Jun 2006 03:32:27 GMT",20060620033227,2.5,orange,dutch,netherlands,niederlander,soccer,football,stuttgart,hauptbahnhof,,,,,,,,,
