title,duration,description,tags/0,tags/1,tags/2,tags/3,tags/4,tags/5,tags/6,views,author,videoId,comments,stars,numRatings,age,dateFeaturedEpoch,dateFeatured,timestampFeatured,categories/0,tags/7,tags/8,tags/9,tags/10,tags/11,tags/12,tags/13,tags/14,tags/15,tags/16,tags/17,tags/18,tags/19,tags/20,tags/21,tags/22
Video the Vote 2006,204,"Join us at http://www.videothevote.org -- Our goal is to protect the vote by being the eyes and ears where ballots are cast and counted on Election Day. We will document and report any irregularities that occur at polling places and boards 
	
	
			Join us at http://www.videothevote.org -- Our goal is to protect the vote by being the eyes and ears where ballots are cast and counted on Election Day. We will document and report any irregularities that occur at polling places and boards of elections while they are happening, enabling the media and public to watch-dog the electoral process across our country.
			(more)
			(less)",Election,Voter,Suppression,Ballots,Video,Camera,,37612,,DaEECHjWptU,,2.5,591,1 day ago,1161865398000,"Thu, 26 Oct 2006 12:23:18 GMT",20061026122318,News & Blogs,,,,,,,,,,,,,,,,
Man Eats Regurgitated Cockroach on Live 105,275,Man eats a puked up cockroach for Incubus tickets on Live 105,puke,cockroach,woody,tony,ravey,live,105,52674,,dDQxnbEyimg,,2.5,443,1 day ago,1161865398000,"Thu, 26 Oct 2006 12:23:18 GMT",20061026122318,Entertainment,mark,schwartz,incubus,,,,,,,,,,,,,
"Behind the Scenes - 3 - of the ""ONE Vote"" Spot",215,"Behind-the-Scenes interviews with Don Cheadle, Pastor Rick Warren, Jack Oliver, Mike McCurry and Tom Brady - talking about poverty, AIDS and ONE.org.",Don,Cheadle,,,,,,5668,,UN6yn8FCDiA,,2.5,35,2 days ago,1161865398000,"Thu, 26 Oct 2006 12:23:18 GMT",20061026122318,People,,,,,,,,,,,,,,,,
Ballpoint Boxing Championships,161,Manilla Gorilla & Down Under Plunderer down to the wire in a 3-round scorcher.,ballpoint,boxing,pen,pens,guerillasphere,gorilla,kangaroo,59231,,9BhNmWDFClI,,2.5,800,1 week ago,1161865398000,"Thu, 26 Oct 2006 12:23:18 GMT",20061026122318,Entertainment,,,,,,,,,,,,,,,,
Moby featuring Debbie Harry - New York New York,244,Official video for New York New York by Moby featuring Debbie Harry from the album 'Go - The Very Best Of Moby',Moby,Blondie,debbie,harry,deborah,go,play,319295,,tbQNgOKzZh8,,2.5,1415,3 weeks ago,1161865398000,"Thu, 26 Oct 2006 12:23:18 GMT",20061026122318,Music,bald,vegan,teany,teaney,mobi,pop,disco,new,york,electro,studio,54,,,,
YOUTUBERS,594,Mick B's Youtubers.This is just a short film I did about the youtube community.http://www.myspace.com/totorobianchi,bianchi,connection,youtubers,twentynine,palms,anewlife,,573063,,VXwarrIYLJ4,,2.5,4961,1 month ago,1161865398000,"Thu, 26 Oct 2006 12:23:18 GMT",20061026122318,News & Blogs,,,,,,,,,,,,,,,,
Video of Tornado and Huge Hail,252,"http://www.facethewind.comfor more videos & DVD'sShot on May 12, 2005 in the TX Panhandle...Just after getting some great video of a tornado, our escape route was blocked by downed power poles, and we got to experience first-hand wh
	
	
			http://www.facethewind.comfor more videos & DVD'sShot on May 12, 2005 in the TX Panhandle...Just after getting some great video of a tornado, our escape route was blocked by downed power poles, and we got to experience first-hand what softball-size hail will do to your vehicle!
			(more)
			(less)",tornado,video,hail,storm,chaser,chasing,,412578,,21Oa7cHnNsA,,2.5,1729,4 weeks ago,1161865398000,"Thu, 26 Oct 2006 12:23:18 GMT",20061026122318,Science & Technology,,,,,,,,,,,,,,,,
Re: Renetto Revealed... by his 13 year old SON!,555,Hi! You're a very lucky kid did you know that?,Chase,renetto,obsesik,father,son,relationship,,333540,,Jze6akliSzE,,2.5,1976,4 days ago,1161865398000,"Thu, 26 Oct 2006 12:23:18 GMT",20061026122318,Entertainment,,,,,,,,,,,,,,,,
Ghana Youth Photo Project,584,BDNvision.orgYou can donate cameras or make a tax deductible donation to the Ghana Youth Photo Project. Please make checks payable to SF camarawork 657 mission st. 2nd floor. San Fransico CA USA 94105.,Ghana,Youth,Photo,Project,Accra,Nima,,142640,,HbfLYjHjqH4,,2.5,835,5 months ago,1161865398000,"Thu, 26 Oct 2006 12:23:18 GMT",20061026122318,Travel & Places,,,,,,,,,,,,,,,,
"""We Are the Strange"" Trailer",137,"www.wearethestrange.com  ""Monsters Inc meets The Nightmare before Christmas inside of a retro Japanese videogame"" Sound kinda strange? Yeh its the trailer for the feature animated film I made in my bedroom entitled ""We are the Strange"" 
	
	
			www.wearethestrange.com  ""Monsters Inc meets The Nightmare before Christmas inside of a retro Japanese videogame"" Sound kinda strange? Yeh its the trailer for the feature animated film I made in my bedroom entitled ""We are the Strange"" I'm sending it off to festivals now but I'm still working on the ending... You should be able to see it somewhere early 2007. Hella yours strangely like mega, M dot Strange
			(more)
			(less)",we,are,the,strange,wearethestrange,mdotstrange,anime,418358,,6qCSahatkbk,,2.5,2929,1 week ago,1161865398000,"Thu, 26 Oct 2006 12:23:18 GMT",20061026122318,Arts & Animation,tim,burton,chiptune,david,choe,art,graffiti,8bit,awesome,3d,pixar,,,,,
Video the Vote 2006,204,"Join us at http://www.videothevote.org -- Our goal is to protect the vote by being the eyes and ears where ballots are cast and counted on Election Day. We will document and report any irregularities that occur at polling places and boards 
	
	
			Join us at http://www.videothevote.org -- Our goal is to protect the vote by being the eyes and ears where ballots are cast and counted on Election Day. We will document and report any irregularities that occur at polling places and boards of elections while they are happening, enabling the media and public to watch-dog the electoral process across our country.
			(more)
			(less)",Election,Voter,Suppression,Ballots,Video,Camera,,48107,,DaEECHjWptU,,2.5,698,1 day ago,1161874317000,"Thu, 26 Oct 2006 14:51:57 GMT",20061026145157,News & Blogs,,,,,,,,,,,,,,,,
Man Eats Regurgitated Cockroach on Live 105,275,Man eats a puked up cockroach for Incubus tickets on Live 105,puke,cockroach,woody,tony,ravey,live,105,61993,,dDQxnbEyimg,,2.5,496,1 day ago,1161874317000,"Thu, 26 Oct 2006 14:51:57 GMT",20061026145157,Entertainment,mark,schwartz,incubus,,,,,,,,,,,,,
"Behind the Scenes - 3 - of the ""ONE Vote"" Spot",215,"Behind-the-Scenes interviews with Don Cheadle, Pastor Rick Warren, Jack Oliver, Mike McCurry and Tom Brady - talking about poverty, AIDS and ONE.org.",Don,Cheadle,,,,,,6764,,UN6yn8FCDiA,,2.5,37,2 days ago,1161874317000,"Thu, 26 Oct 2006 14:51:57 GMT",20061026145157,People,,,,,,,,,,,,,,,,
Ballpoint Boxing Championships,161,Manilla Gorilla & Down Under Plunderer down to the wire in a 3-round scorcher.,ballpoint,boxing,pen,pens,guerillasphere,gorilla,kangaroo,64449,,9BhNmWDFClI,,2.5,857,1 week ago,1161874317000,"Thu, 26 Oct 2006 14:51:57 GMT",20061026145157,Entertainment,,,,,,,,,,,,,,,,
Moby featuring Debbie Harry - New York New York,244,Official video for New York New York by Moby featuring Debbie Harry from the album 'Go - The Very Best Of Moby',Moby,Blondie,debbie,harry,deborah,go,play,325005,,tbQNgOKzZh8,,2.5,1433,3 weeks ago,1161874317000,"Thu, 26 Oct 2006 14:51:57 GMT",20061026145157,Music,bald,vegan,teany,teaney,mobi,pop,disco,new,york,electro,studio,54,,,,
YOUTUBERS,594,Mick B's Youtubers.This is just a short film I did about the youtube community.http://www.myspace.com/totorobianchi,bianchi,connection,youtubers,twentynine,palms,anewlife,,586921,,VXwarrIYLJ4,,2.5,5057,1 month ago,1161874317000,"Thu, 26 Oct 2006 14:51:57 GMT",20061026145157,News & Blogs,,,,,,,,,,,,,,,,
Video of Tornado and Huge Hail,252,"http://www.facethewind.comfor more videos & DVD'sShot on May 12, 2005 in the TX Panhandle...Just after getting some great video of a tornado, our escape route was blocked by downed power poles, and we got to experience first-hand wh
	
	
			http://www.facethewind.comfor more videos & DVD'sShot on May 12, 2005 in the TX Panhandle...Just after getting some great video of a tornado, our escape route was blocked by downed power poles, and we got to experience first-hand what softball-size hail will do to your vehicle!
			(more)
			(less)",tornado,video,hail,storm,chaser,chasing,,419590,,21Oa7cHnNsA,,2.5,1748,4 weeks ago,1161874317000,"Thu, 26 Oct 2006 14:51:57 GMT",20061026145157,Science & Technology,,,,,,,,,,,,,,,,
Re: Renetto Revealed... by his 13 year old SON!,555,Hi! You're a very lucky kid did you know that?,Chase,renetto,obsesik,father,son,relationship,,336289,,Jze6akliSzE,,2.5,1986,4 days ago,1161874317000,"Thu, 26 Oct 2006 14:51:57 GMT",20061026145157,Entertainment,,,,,,,,,,,,,,,,
Ghana Youth Photo Project,584,BDNvision.orgYou can donate cameras or make a tax deductible donation to the Ghana Youth Photo Project. Please make checks payable to SF camarawork 657 mission st. 2nd floor. San Fransico CA USA 94105.,Ghana,Youth,Photo,Project,Accra,Nima,,144170,,HbfLYjHjqH4,,2.5,840,5 months ago,1161874317000,"Thu, 26 Oct 2006 14:51:57 GMT",20061026145157,Travel & Places,,,,,,,,,,,,,,,,
"""We Are the Strange"" Trailer",137,"www.wearethestrange.com  ""Monsters Inc meets The Nightmare before Christmas inside of a retro Japanese videogame"" Sound kinda strange? Yeh its the trailer for the feature animated film I made in my bedroom entitled ""We are the Strange"" 
	
	
			www.wearethestrange.com  ""Monsters Inc meets The Nightmare before Christmas inside of a retro Japanese videogame"" Sound kinda strange? Yeh its the trailer for the feature animated film I made in my bedroom entitled ""We are the Strange"" I'm sending it off to festivals now but I'm still working on the ending... You should be able to see it somewhere early 2007. Hella yours strangely like mega, M dot Strange
			(more)
			(less)",we,are,the,strange,wearethestrange,mdotstrange,anime,422347,,6qCSahatkbk,,2.5,2946,1 week ago,1161874317000,"Thu, 26 Oct 2006 14:51:57 GMT",20061026145157,Arts & Animation,tim,burton,chiptune,david,choe,art,graffiti,8bit,awesome,3d,pixar,,,,,
Rube Goldberg Officeplace Contraption,52,"A friend and I decided to spend a night at my workplace assembling a contraption using supplies from the supply room and my basement.  We started at 11p.m. on 6/26/05, and finished around 5:30a.m.  This is take eight.  Six of the eight work
	
	
			A friend and I decided to spend a night at my workplace assembling a contraption using supplies from the supply room and my basement.  We started at 11p.m. on 6/26/05, and finished around 5:30a.m.  This is take eight.  Six of the eight worked.
			(more)
			(less)",contraption,office,fun,officeplace,rube,goldberg,machine,6924,,0J16dyV4Du8,,2.5,168,1 month ago,1161902556000,"Thu, 26 Oct 2006 22:42:36 GMT",20061026224236,Entertainment,,,,,,,,,,,,,,,,
Video the Vote 2006,204,"Join us at http://www.videothevote.org -- Our goal is to protect the vote by being the eyes and ears where ballots are cast and counted on Election Day. We will document and report any irregularities that occur at polling places and boards 
	
	
			Join us at http://www.videothevote.org -- Our goal is to protect the vote by being the eyes and ears where ballots are cast and counted on Election Day. We will document and report any irregularities that occur at polling places and boards of elections while they are happening, enabling the media and public to watch-dog the electoral process across our country.
			(more)
			(less)",Election,Voter,Suppression,Ballots,Video,Camera,,82668,,DaEECHjWptU,,2.5,1010,1 day ago,1161902556000,"Thu, 26 Oct 2006 22:42:36 GMT",20061026224236,News & Blogs,,,,,,,,,,,,,,,,
Man Eats Regurgitated Cockroach on Live 105,275,Man eats a puked up cockroach for Incubus tickets on Live 105,puke,cockroach,woody,tony,ravey,live,105,90033,,dDQxnbEyimg,,2.5,633,1 day ago,1161902556000,"Thu, 26 Oct 2006 22:42:36 GMT",20061026224236,Entertainment,mark,schwartz,incubus,,,,,,,,,,,,,
"Behind the Scenes - 3 - of the ""ONE Vote"" Spot",215,"Behind-the-Scenes interviews with Don Cheadle, Pastor Rick Warren, Jack Oliver, Mike McCurry and Tom Brady - talking about poverty, AIDS and ONE.org.",Don,Cheadle,,,,,,10118,,UN6yn8FCDiA,,2.5,51,2 days ago,1161902556000,"Thu, 26 Oct 2006 22:42:36 GMT",20061026224236,People,,,,,,,,,,,,,,,,
Ballpoint Boxing Championships,161,Manila Gorilla & Down Under Plunderer down to the wire in a 3-round scorcher.,ballpoint,boxing,pen,pens,guerillasphere,gorilla,kangaroo,81443,,9BhNmWDFClI,,2.5,1004,1 week ago,1161902556000,"Thu, 26 Oct 2006 22:42:36 GMT",20061026224236,Entertainment,,,,,,,,,,,,,,,,
Moby featuring Debbie Harry - New York New York,244,Official video for New York New York by Moby featuring Debbie Harry from the album 'Go - The Very Best Of Moby',Moby,Blondie,debbie,harry,deborah,go,play,342473,,tbQNgOKzZh8,,2.5,1531,3 weeks ago,1161902556000,"Thu, 26 Oct 2006 22:42:36 GMT",20061026224236,Music,bald,vegan,teany,teaney,mobi,pop,disco,new,york,electro,studio,54,,,,
YOUTUBERS,594,Mick B's Youtubers.This is just a short film I did about the youtube community.http://www.myspace.com/totorobianchi,bianchi,connection,youtubers,twentynine,palms,anewlife,,629473,,VXwarrIYLJ4,,2.5,5364,1 month ago,1161902556000,"Thu, 26 Oct 2006 22:42:36 GMT",20061026224236,News & Blogs,,,,,,,,,,,,,,,,
Video of Tornado and Huge Hail,252,"http://www.facethewind.comfor more videos & DVD'sShot on May 12, 2005 in the TX Panhandle...Just after getting some great video of a tornado, our escape route was blocked by downed power poles, and we got to experience first-hand wh
	
	
			http://www.facethewind.comfor more videos & DVD'sShot on May 12, 2005 in the TX Panhandle...Just after getting some great video of a tornado, our escape route was blocked by downed power poles, and we got to experience first-hand what softball-size hail will do to your vehicle!
			(more)
			(less)",tornado,video,hail,storm,chaser,chasing,,443389,,21Oa7cHnNsA,,2.5,1839,4 weeks ago,1161902556000,"Thu, 26 Oct 2006 22:42:36 GMT",20061026224236,Science & Technology,,,,,,,,,,,,,,,,
Re: Renetto Revealed... by his 13 year old SON!,555,Hi! You're a very lucky kid did you know that?,Chase,renetto,obsesik,father,son,relationship,,344744,,Jze6akliSzE,,2.5,2040,5 days ago,1161902556000,"Thu, 26 Oct 2006 22:42:36 GMT",20061026224236,Entertainment,,,,,,,,,,,,,,,,
Ghana Youth Photo Project,584,BDNvision.orgYou can donate cameras or make a tax deductible donation to the Ghana Youth Photo Project. Please make checks payable to SF camerawork 657 mission st. 2nd floor. San Fransico CA USA 94105.,Ghana,Youth,Photo,Project,Accra,Nima,,145984,,HbfLYjHjqH4,,2.5,851,5 months ago,1161902556000,"Thu, 26 Oct 2006 22:42:36 GMT",20061026224236,Travel & Places,,,,,,,,,,,,,,,,
Swing Blade - Parody Mixing Swingers with Sling Blade,207,"A mock movie trailer from back in the day that has Billy Bob Thornton's character, Karl, from the film ""Sling Blade"" entering the world of Vince Vaughn and Jon Favreau's ""Swingers."" Written by Chris Cox, Matt Sloan, and Darren Des Voignes.",Parody,Movie,Trailer,Spoof,Swingers,Sling,Blade,6745,,iVh3tlVf7L8,,2.5,334,4 months ago,1162190585000,"Mon, 30 Oct 2006 06:43:05 GMT",20061030064305,Comedy,Billy,Bob,Thornton,Comedy,Chris,Cox,Matt,Sloan,,,,,,,,
The Cremation of Sam McGee,493,"[UPDATE:  I'm not accepting video responses to this video.  Sorry folks.]A reading of the poem by Robert W. Service (Jan. 16, 1874 - Sept. 11, 1958).Most people reading this poem treat it as lightweight fare, a funny parody of a hor
	
	
			[UPDATE:  I'm not accepting video responses to this video.  Sorry folks.]A reading of the poem by Robert W. Service (Jan. 16, 1874 - Sept. 11, 1958).Most people reading this poem treat it as lightweight fare, a funny parody of a horror story.  Service probably intended it that way.But for my own amusement, and as a gesture towards Halloween, I've attempted to reinterpret the poem as genuine horror.  It wasn't easy!  The climactic stanza is hilarious, not scary.  I'll rely on you folks to tell me if I succeeded.Once again, folks who like their poems read as though they were songs, adhering tightly to their rhythmic structure, will be disappointed.  I don't read poems that way very often.Text of the full poem is here:http://www.robertwservice.com/modules/library/article.php?ar ticleid=30Happy Halloween, folks.  :-)
			(more)
			(less)",Halloween,horror,Robert,Service,poem,,,172509,,6lBkuz1TlVc,,2.5,2021,4 days ago,1162190585000,"Mon, 30 Oct 2006 06:43:05 GMT",20061030064305,Entertainment,,,,,,,,,,,,,,,,
"U2 and Green Day ""The Saints Are Coming"" video",198,"U2 and Green Day ""The Saints Are Coming""",U2,Green,Day,greenday,saints,are,coming,651066,,seGhTWE98DU,,2.5,5324,2 days ago,1162190585000,"Mon, 30 Oct 2006 06:43:05 GMT",20061030064305,Music,hurricane,katrina,new,orleans,,,,,,,,,,,,
ウェルシュ・コーギー　Welsh Corgi,126,ウェルシュ・コーギーです,ウェルシュ,コーギー,welsh,corgi,,,,1005,,bebLZfd1Ulc,,2.5,8109,4 days ago,1162190585000,"Mon, 30 Oct 2006 06:43:05 GMT",20061030064305,Pets & Animals,,,,,,,,,,,,,,,,
NYIP Project Redeye - Halloween Photo Challenge,420,"This is a spoof of Project Runway intended for the amusement of amateur photographers.  For real photography tips, please visit http://www.nyip.comThink you can take a better Halloween photo?  Enter the 2006 Picture Perfect Halloween Co
	
	
			This is a spoof of Project Runway intended for the amusement of amateur photographers.  For real photography tips, please visit http://www.nyip.comThink you can take a better Halloween photo?  Enter the 2006 Picture Perfect Halloween Contest: http://www.halloweenphotocontest.com
			(more)
			(less)",Halloween,Photography,Photo,Tips,Tutorial,Digital,Project,469159,,Jzx3uCmBIVs,,2.5,1329,3 days ago,1162190585000,"Mon, 30 Oct 2006 06:43:05 GMT",20061030064305,Arts & Animation,Runway,Redeye,New,York,Institute,NewYorkInstitute,NYIP,,,,,,,,,
Rube Goldberg Officeplace Contraption,52,"A friend and I decided to spend a night at my workplace assembling a contraption using supplies from the supply room and my basement.  We started at 11p.m. on 6/26/05, and finished around 5:30a.m.  This is take eight.  Six of the eight work
	
	
			A friend and I decided to spend a night at my workplace assembling a contraption using supplies from the supply room and my basement.  We started at 11p.m. on 6/26/05, and finished around 5:30a.m.  This is take eight.  Six of the eight worked.  UPDATE:  Thank you for all the views, everyone!  A few quick answers:-Haha, I didn't get fired, this was done during non-business hours.-The heavy breathing is me starting to laugh and trying my hardest to stifle it...I was one second away from busting out the whole time.
			(more)
			(less)",contraption,office,fun,officeplace,rube,goldberg,machine,453262,,0J16dyV4Du8,,2.5,3367,1 month ago,1162190585000,"Mon, 30 Oct 2006 06:43:05 GMT",20061030064305,Entertainment,,,,,,,,,,,,,,,,
Video the Vote 2006,204,"Join us at http://www.videothevote.org -- Our goal is to protect the vote by being the eyes and ears where ballots are cast and counted on Election Day. We will document and report any irregularities that occur at polling places and boards 
	
	
			Join us at http://www.videothevote.org -- Our goal is to protect the vote by being the eyes and ears where ballots are cast and counted on Election Day. We will document and report any irregularities that occur at polling places and boards of elections while they are happening, enabling the media and public to watch-dog the electoral process across our country.
			(more)
			(less)",Election,Voter,Suppression,Ballots,Video,Camera,,182999,,DaEECHjWptU,,2.5,1633,5 days ago,1162190585000,"Mon, 30 Oct 2006 06:43:05 GMT",20061030064305,News & Blogs,,,,,,,,,,,,,,,,
"Behind the Scenes - 3 - of the ""ONE Vote"" Spot",215,"Behind-the-Scenes interviews with Don Cheadle, Pastor Rick Warren, Jack Oliver, Mike McCurry and Tom Brady - talking about poverty, AIDS and ONE.org.",Don,Cheadle,,,,,,28578,,UN6yn8FCDiA,,2.5,85,6 days ago,1162190585000,"Mon, 30 Oct 2006 06:43:05 GMT",20061030064305,People,,,,,,,,,,,,,,,,
Ballpoint Boxing Championships,161,Manila Gorilla & Down Under Plunderer down to the wire in a 3-round scorcher.,ballpoint,boxing,pen,pens,guerillasphere,gorilla,kangaroo,209071,,9BhNmWDFClI,,2.5,1853,1 week ago,1162190585000,"Mon, 30 Oct 2006 06:43:05 GMT",20061030064305,Entertainment,,,,,,,,,,,,,,,,
YOUTUBERS,594,Mick B's Youtubers.This is just a short film I did about the youtube community.http://www.myspace.com/totorobianchi,bianchi,connection,youtubers,twentynine,palms,anewlife,,990468,,VXwarrIYLJ4,,2.5,7351,1 month ago,1162190585000,"Mon, 30 Oct 2006 06:43:05 GMT",20061030064305,News & Blogs,,,,,,,,,,,,,,,,
Swing Blade - Parody Mixing Swingers with Sling Blade,207,"A mock movie trailer from back in the day that has Billy Bob Thornton's character, Karl, from the film ""Sling Blade"" entering the world of Vince Vaughn and Jon Favreau's ""Swingers."" Written by Chris Cox, Matt Sloan, and Darren Des Voignes.",Parody,Movie,Trailer,Spoof,Swingers,Sling,Blade,47446,,iVh3tlVf7L8,,2.5,361,4 months ago,1162192277000,"Mon, 30 Oct 2006 07:11:17 GMT",20061030071117,Comedy,Billy,Bob,Thornton,Comedy,Chris,Cox,Matt,Sloan,,,,,,,,
The Cremation of Sam McGee,493,"[UPDATE:  I'm not accepting video responses to this video.  Sorry folks.]A reading of the poem by Robert W. Service (Jan. 16, 1874 - Sept. 11, 1958).Most people reading this poem treat it as lightweight fare, a funny parody of a hor
	
	
			[UPDATE:  I'm not accepting video responses to this video.  Sorry folks.]A reading of the poem by Robert W. Service (Jan. 16, 1874 - Sept. 11, 1958).Most people reading this poem treat it as lightweight fare, a funny parody of a horror story.  Service probably intended it that way.But for my own amusement, and as a gesture towards Halloween, I've attempted to reinterpret the poem as genuine horror.  It wasn't easy!  The climactic stanza is hilarious, not scary.  I'll rely on you folks to tell me if I succeeded.Once again, folks who like their poems read as though they were songs, adhering tightly to their rhythmic structure, will be disappointed.  I don't read poems that way very often.Text of the full poem is here:http://www.robertwservice.com/modules/library/article.php?ar ticleid=30Happy Halloween, folks.  :-)
			(more)
			(less)",Halloween,horror,Robert,Service,poem,,,172509,,6lBkuz1TlVc,,2.5,2040,4 days ago,1162192277000,"Mon, 30 Oct 2006 07:11:17 GMT",20061030071117,Entertainment,,,,,,,,,,,,,,,,
"U2 and Green Day ""The Saints Are Coming"" video",198,"U2 and Green Day ""The Saints Are Coming""",U2,Green,Day,greenday,saints,are,coming,651066,,seGhTWE98DU,,2.5,5346,2 days ago,1162192277000,"Mon, 30 Oct 2006 07:11:17 GMT",20061030071117,Music,hurricane,katrina,new,orleans,,,,,,,,,,,,
ウェルシュ・コーギー　Welsh Corgi,126,ウェルシュ・コーギーです,ウェルシュ,コーギー,welsh,corgi,,,,1005,,bebLZfd1Ulc,,2.5,8133,4 days ago,1162192277000,"Mon, 30 Oct 2006 07:11:17 GMT",20061030071117,Pets & Animals,,,,,,,,,,,,,,,,
NYIP Project Redeye - Halloween Photo Challenge,420,"This is a spoof of Project Runway intended for the amusement of amateur photographers.  For real photography tips, please visit http://www.nyip.comThink you can take a better Halloween photo?  Enter the 2006 Picture Perfect Halloween Co
	
	
			This is a spoof of Project Runway intended for the amusement of amateur photographers.  For real photography tips, please visit http://www.nyip.comThink you can take a better Halloween photo?  Enter the 2006 Picture Perfect Halloween Contest: http://www.halloweenphotocontest.com
			(more)
			(less)",Halloween,Photography,Photo,Tips,Tutorial,Digital,Project,469159,,Jzx3uCmBIVs,,2.5,1336,3 days ago,1162192277000,"Mon, 30 Oct 2006 07:11:17 GMT",20061030071117,Arts & Animation,Runway,Redeye,New,York,Institute,NewYorkInstitute,NYIP,,,,,,,,,
Rube Goldberg Officeplace Contraption,52,"A friend and I decided to spend a night at my workplace assembling a contraption using supplies from the supply room and my basement.  We started at 11p.m. on 6/26/05, and finished around 5:30a.m.  This is take eight.  Six of the eight work
	
	
			A friend and I decided to spend a night at my workplace assembling a contraption using supplies from the supply room and my basement.  We started at 11p.m. on 6/26/05, and finished around 5:30a.m.  This is take eight.  Six of the eight worked.  UPDATE:  Thank you for all the views, everyone!  A few quick answers:-Haha, I didn't get fired, this was done during non-business hours.-The heavy breathing is me starting to laugh and trying my hardest to stifle it...I was one second away from busting out the whole time.
			(more)
			(less)",contraption,office,fun,officeplace,rube,goldberg,machine,453262,,0J16dyV4Du8,,2.5,3374,1 month ago,1162192277000,"Mon, 30 Oct 2006 07:11:17 GMT",20061030071117,Entertainment,,,,,,,,,,,,,,,,
Video the Vote 2006,204,"Join us at http://www.videothevote.org -- Our goal is to protect the vote by being the eyes and ears where ballots are cast and counted on Election Day. We will document and report any irregularities that occur at polling places and boards 
	
	
			Join us at http://www.videothevote.org -- Our goal is to protect the vote by being the eyes and ears where ballots are cast and counted on Election Day. We will document and report any irregularities that occur at polling places and boards of elections while they are happening, enabling the media and public to watch-dog the electoral process across our country.
			(more)
			(less)",Election,Voter,Suppression,Ballots,Video,Camera,,182999,,DaEECHjWptU,,2.5,1635,5 days ago,1162192277000,"Mon, 30 Oct 2006 07:11:17 GMT",20061030071117,News & Blogs,,,,,,,,,,,,,,,,
"Behind the Scenes - 3 - of the ""ONE Vote"" Spot",215,"Behind-the-Scenes interviews with Don Cheadle, Pastor Rick Warren, Jack Oliver, Mike McCurry and Tom Brady - talking about poverty, AIDS and ONE.org.",Don,Cheadle,,,,,,28578,,UN6yn8FCDiA,,2.5,85,6 days ago,1162192277000,"Mon, 30 Oct 2006 07:11:17 GMT",20061030071117,People,,,,,,,,,,,,,,,,
Ballpoint Boxing Championships,161,Manila Gorilla & Down Under Plunderer down to the wire in a 3-round scorcher.,ballpoint,boxing,pen,pens,guerillasphere,gorilla,kangaroo,209071,,9BhNmWDFClI,,2.5,1858,1 week ago,1162192277000,"Mon, 30 Oct 2006 07:11:17 GMT",20061030071117,Entertainment,,,,,,,,,,,,,,,,
YOUTUBERS,594,Mick B's Youtubers.This is just a short film I did about the youtube community.http://www.myspace.com/totorobianchi,bianchi,connection,youtubers,twentynine,palms,anewlife,,990468,,VXwarrIYLJ4,,2.5,7370,1 month ago,1162192277000,"Mon, 30 Oct 2006 07:11:17 GMT",20061030071117,News & Blogs,,,,,,,,,,,,,,,,
Banana spider eating grub.,69,Video of a banana spider eating a grub,Banana,spider,eating,grub,,,,2510,,ULmKmi9ac0c,,2.5,272,3 months ago,1162234349000,"Mon, 30 Oct 2006 18:52:29 GMT",20061030185229,Pets & Animals,,,,,,,,,,,,,,,,
Swing Blade - Parody Mixing Swingers with Sling Blade,207,"A mock movie trailer from back in the day that has Billy Bob Thornton's character, Karl, from the film ""Sling Blade"" entering the world of Vince Vaughn and Jon Favreau's ""Swingers."" Written by Chris Cox, Matt Sloan, and Darren Des Voigne.",Parody,Movie,Trailer,Spoof,Swingers,Sling,Blade,121168,,iVh3tlVf7L8,,2.5,607,4 months ago,1162234349000,"Mon, 30 Oct 2006 18:52:29 GMT",20061030185229,Comedy,Billy,Bob,Thornton,Comedy,Chris,Cox,Matt,Sloan,,,,,,,,
The Cremation of Sam McGee,493,"[UPDATE:  I'm not accepting video responses to this video.  Sorry folks.]A reading of the poem by Robert W. Service (Jan. 16, 1874 - Sept. 11, 1958).Most people reading this poem treat it as lightweight fare, a funny parody of a hor
	
	
			[UPDATE:  I'm not accepting video responses to this video.  Sorry folks.]A reading of the poem by Robert W. Service (Jan. 16, 1874 - Sept. 11, 1958).Most people reading this poem treat it as lightweight fare, a funny parody of a horror story.  Service probably intended it that way.But for my own amusement, and as a gesture towards Halloween, I've attempted to reinterpret the poem as genuine horror.  It wasn't easy!  The climactic stanza is hilarious, not scary.  I'll rely on you folks to tell me if I succeeded.Once again, folks who like their poems read as though they were songs, adhering tightly to their rhythmic structure, will be disappointed.  I don't read poems that way very often.Text of the full poem is here:http://www.robertwservice.com/modules/library/article.php?ar ticleid=30Happy Halloween, folks.  :-)
			(more)
			(less)",Halloween,horror,Robert,Service,poem,,,218231,,6lBkuz1TlVc,,2.5,2211,4 days ago,1162234349000,"Mon, 30 Oct 2006 18:52:29 GMT",20061030185229,Entertainment,,,,,,,,,,,,,,,,
"U2 and Green Day ""The Saints Are Coming"" video",198,"U2 and Green Day ""The Saints Are Coming""",U2,Green,Day,greenday,saints,are,coming,748703,,seGhTWE98DU,,2.5,5669,2 days ago,1162234349000,"Mon, 30 Oct 2006 18:52:29 GMT",20061030185229,Music,hurricane,katrina,new,orleans,,,,,,,,,,,,
