title,duration,description,views,author,videoId,uploadDate,comments,stars,numRatings,age,dateFeaturedEpoch,dateFeatured,timestampFeatured,categories/0,selectedBy,selectedByLink
HamNation: A Day at The Hillquar...,120,HamNation takes a tour of the Dem front-runner's colorful office.,44103,mkhammer,mzas0vm6Tpk,,,3.5,,,1196298615000,"Thu, 29 Nov 2007 01:10:15 GMT",20071129011015,News & Politics,EmergencyCheese,
"Tony Snow, White House Press Sec...",253,"STUDENT CHALLENGE VIDEO:
http://www.youtube.com/watch?v =1Fzt4Q9VCpc
The Hermit is a production of
http://www.nocureforthat.com
theme music by $24
http://www.myspace.com/twentyf ourthousanddollars

hit me up:
http://www.myspace.com/davisis thehermit
http://www.facebook.com/profil e.php?id=735215573",30733,davisfleetwood,5nKL4mbUleI,,,3.5,,,1196298615000,"Thu, 29 Nov 2007 01:10:15 GMT",20071129011015,News & Politics,EmergencyCheese,
The Ron Paul Song (Shelby with F...,208,"Ron Paul for President 2008 - Campaign Song Written by and performed by Shelby Lindley. Some silly friends dropped in and joined me on this version. ;)

Permission to use this song in its original form or as an mp3/audio version at rallies and public events in support of Ron Paul is given providing notice is sent to the copyright holder, Shelby Lindley, via email on this YouTube website. Any alteration or editing must get writer's approval. All other rights reserved. 

Copyright(c)2007 Shelby Lindley. All rights reserved.",41616,ThatsTheTicket86,v6A7Iggebm4,,,4.5,,,1196298615000,"Thu, 29 Nov 2007 01:10:15 GMT",20071129011015,News & Politics,EmergencyCheese,
Mex vs BC (Born Citizen) Pt. 2 -...,47,"Which is the superior cultural product? The Latino Comedy Project's Mac/PC ad parody ""Mex vs BC (Born Citizen) Pt. 2"", a video from the LCP's all-new full-length sketch comedy show ""AlienNation"". Visit WWW.LCP.ORG or www.myspace.com/latinocomedypr oject for more info!",63313,LatinoComedyProject,IJMqdUGZZ9s,,,4.5,,,1196298615000,"Thu, 29 Nov 2007 01:10:15 GMT",20071129011015,Comedy,EmergencyCheese,
Gimme the Truth (The PolitiFact ...,177,What if someone - or something - could help you sort out the truth in politics? Introducing... the PolitiFact.com Truth-O-Meter! (In the form of a catchy music video).,29815,timesshooter,O80WRuLNp4g,,,4.5,,,1196298615000,"Thu, 29 Nov 2007 01:10:15 GMT",20071129011015,News & Politics,EmergencyCheese,
Vlog 10: I Come Out of the (Poli...,313,"In which I finally tell you a little about who I support.

[EDIT] Thank you to everyone who alerted me SUPER QUICKLY that my first attempt at uploading this was boo.",59344,MelissaJenna,EjxqENnZ8Lo,,,2.5,,,1196298615000,"Thu, 29 Nov 2007 01:10:15 GMT",20071129011015,News & Politics,EmergencyCheese,
Wishing Well (song for Troy Davis),148,"Troy Davis is a man who has been on death row for 16 years, even though current evidence shows he was innocent!
So I put this song out for him.
for more: www.myspace.com/jeremylev",36536,jeremylev,ZdzAwbFv_mk,,,3.5,,,1196298615000,"Thu, 29 Nov 2007 01:10:15 GMT",20071129011015,Music,EmergencyCheese,
ARE CONSERVATIVES WINNING? YOU B...,472,We are winning folks. Everytime we stick together and make our voices heard we win. We are pround to be conservatives. Liberals have to hide who and what they are.,14979,ConservativeVoiceUSA,w6LnkExHB_I,,,2.5,,,1196298615000,"Thu, 29 Nov 2007 01:10:15 GMT",20071129011015,News & Politics,EmergencyCheese,
SPECIAL ELECTION UPDATE: Jackie ...,191,"Move over Obama Girls! To the left Giuliani Girls! Meet the campaign's newest heart throb, Jackie Mason!",26308,TheUltimateJew,Kzjv290VL0s,,,4.5,,,1196298615000,"Thu, 29 Nov 2007 01:10:15 GMT",20071129011015,News & Politics,EmergencyCheese,
HappySlip SAVE US PLEASE!!!!,302,"Millions of people have been touched by the creative work of HappySlip and they have become HappySlippers. With Christmas coming soon HappySlippers need HappySlippers for their feet. Thus we are starting a campaign called ""HappySlippers need HappySlippers."" If you would like to join us cause please write to HappySlippers@gmail.com.

This video was made possible through the voices of the following Youtubers:

http://www.youtube.com/nalts
http://www.youtube.com/whatthe buckshow
http://www.youtube.com/helpmef indparents
http://www.youtube.com/khayav
http://www.youtube.com/youlove karaokesteve

Thanks!!! For your support. Lets hope all the happyslippers of the world join their voices and Christine gives ear to our noble cause.",6180,channeIreview,SmbsvCwb8DY,,,4.5,,,1196365041000,"Thu, 29 Nov 2007 19:37:21 GMT",20071129193721,People & Blogs,,
Shock to the Heart,123,"For more, read The Playbook:
http://www.politico.com/playbo ok

Vice President Cheney gets back to work after some heart problems, Vice President Gore visits President Bush in the Oval Office, and Obama takes a pro-Square-Pants stance.",173222,PoliticoPlaybook,ZQkHAytCmFY,,,3.5,,,1196365041000,"Thu, 29 Nov 2007 19:37:21 GMT",20071129193721,News & Politics,,
A PSA from William H. Taft,80,"At the Claim Democracy election reform conference in Washington, D.C., Why Tuesday? met a man by the name of William H. Taft.

For more:
http://www.whytuesday.org",164774,WhyTuesday,cMN6enesgPA,,,3.5,,,1196365041000,"Thu, 29 Nov 2007 19:37:21 GMT",20071129193721,News & Politics,,
Election '08 and The Beatles: Pa...,201,"Professor Clifton East gives his prophetic analysis of the 2008 Democratic Presidential candidates...""with a little help from his friends,"" The Beatles.",112183,NewsInColor,BTZD_YTY8m0,,,3.5,,,1196365041000,"Thu, 29 Nov 2007 19:37:21 GMT",20071129193721,News & Politics,,
HamNation: A Day at The Hillquar...,120,HamNation takes a tour of the Dem front-runner's colorful office.,120269,mkhammer,mzas0vm6Tpk,,,3.5,,,1196365041000,"Thu, 29 Nov 2007 19:37:21 GMT",20071129193721,News & Politics,,
"Tony Snow, White House Press Sec...",253,"STUDENT CHALLENGE VIDEO:
http://www.youtube.com/watch?v =1Fzt4Q9VCpc
The Hermit is a production of
http://www.nocureforthat.com
theme music by $24
http://www.myspace.com/twentyf ourthousanddollars

hit me up:
http://www.myspace.com/davisis thehermit
http://www.facebook.com/profil e.php?id=735215573",83692,davisfleetwood,5nKL4mbUleI,,,3.5,,,1196365041000,"Thu, 29 Nov 2007 19:37:21 GMT",20071129193721,News & Politics,,
The Ron Paul Song (Shelby with F...,208,"Ron Paul for President 2008 - Campaign Song Written by and performed by Shelby Lindley. Some silly friends dropped in and joined me on this version. ;)

Permission to use this song in its original form or as an mp3/audio version at rallies and public events in support of Ron Paul is given providing notice is sent to the copyright holder, Shelby Lindley, via email on this YouTube website. Any alteration or editing must get writer's approval. All other rights reserved. 

Copyright(c)2007 Shelby Lindley. All rights reserved.",110121,ThatsTheTicket86,v6A7Iggebm4,,,4.5,,,1196365041000,"Thu, 29 Nov 2007 19:37:21 GMT",20071129193721,News & Politics,,
Mex vs BC (Born Citizen) Pt. 2 -...,47,"Which is the superior cultural product? The Latino Comedy Project's Mac/PC ad parody ""Mex vs BC (Born Citizen) Pt. 2"", a video from the LCP's all-new full-length sketch comedy show ""AlienNation"". Visit WWW.LCP.ORG or www.myspace.com/latinocomedypr oject for more info!",181980,LatinoComedyProject,IJMqdUGZZ9s,,,4.5,,,1196365041000,"Thu, 29 Nov 2007 19:37:21 GMT",20071129193721,Comedy,,
Gimme the Truth (The PolitiFact ...,177,What if someone - or something - could help you sort out the truth in politics? Introducing... the PolitiFact.com Truth-O-Meter! (In the form of a catchy music video).,67294,timesshooter,O80WRuLNp4g,,,3.5,,,1196365041000,"Thu, 29 Nov 2007 19:37:21 GMT",20071129193721,News & Politics,,
Vlog 10: I Come Out of the (Poli...,313,"In which I finally tell you a little about who I support.

[EDIT] Thank you to everyone who alerted me SUPER QUICKLY that my first attempt at uploading this was boo.",126427,MelissaJenna,EjxqENnZ8Lo,,,2.5,,,1196365041000,"Thu, 29 Nov 2007 19:37:21 GMT",20071129193721,News & Politics,,
Wishing Well (song for Troy Davis),148,"Troy Davis is a man who has been on death row for 16 years, even though current evidence shows he was innocent!
So I put this song out as a form of support.

Wishing you well from a wishing well. 
Poised to lower the bucket, toss the coin. 
You need a prediction, you need to go. 
Wishing you well. 
Sing over its mouth to echo. 
Echo will tell you what to sing

for more: www.myspace.com/jeremylev",92635,jeremylev,ZdzAwbFv_mk,,,3.5,,,1196365041000,"Thu, 29 Nov 2007 19:37:21 GMT",20071129193721,Music,,
ARE CONSERVATIVES WINNING? YOU B...,472,We are winning folks. Everytime we stick together and make our voices heard we win. We are pround to be conservatives. Liberals have to hide who and what they are.,35675,ConservativeVoiceUSA,w6LnkExHB_I,,,2.5,,,1196365041000,"Thu, 29 Nov 2007 19:37:21 GMT",20071129193721,News & Politics,,
Sock Vlog,221,Sock Vlog,84635,parisiansock,s03r1n6xVH0,,,4.5,,,1196487050000,"Sat, 01 Dec 2007 05:30:50 GMT",20071201053050,People & Blogs,,
"Minipop - ""Like I Do""",216,"The Music Video for ""Like I Do"" by Minipop. Directed by Andrew Huang.

Check out Minipop's debut album ""A New Hope"" in stores and available for download now!

http://www.myspace.com/minipop
http://minipopmusic.com/

Label: Take Root records
http://www.takerootrecords.com /
http://www.myspace.com/takeroo trecords",197567,TakeRootRecords,GMBatTd25ss,,,4.5,,,1196487050000,"Sat, 01 Dec 2007 05:30:50 GMT",20071201053050,Music,,
HappySlip SAVE US PLEASE!!!!,302,"Millions of people have been touched by the creative work of HappySlip and they have become HappySlippers. With Christmas coming soon HappySlippers need HappySlippers for their feet. Thus we are starting a campaign called ""HappySlippers need HappySlippers."" If you would like to join us cause please write to HappySlippers@gmail.com.

This video was made possible through the voices of the following Youtubers:

http://www.youtube.com/nalts
http://www.youtube.com/whatthe buckshow
http://www.youtube.com/helpmef indparents
http://www.youtube.com/khayav
http://www.youtube.com/youlove karaokesteve

Thanks!!! For your support. Lets hope all the happyslippers of the world join their voices and Christine gives ear to our noble cause.",170506,channeIreview,SmbsvCwb8DY,,,3.5,,,1196487050000,"Sat, 01 Dec 2007 05:30:50 GMT",20071201053050,People & Blogs,,
Shock to the Heart,123,"For more, read The Playbook:
http://www.politico.com/playbo ok

Vice President Cheney gets back to work after some heart problems, Vice President Gore visits President Bush in the Oval Office, and Obama takes a pro-Square-Pants stance.",272639,PoliticoPlaybook,ZQkHAytCmFY,,,2.5,,,1196487050000,"Sat, 01 Dec 2007 05:30:50 GMT",20071201053050,News & Politics,,
A PSA from William H. Taft,80,"At the Claim Democracy election reform conference in Washington, D.C., Why Tuesday? met a man by the name of William H. Taft.

For more:
http://www.whytuesday.org",286596,WhyTuesday,cMN6enesgPA,,,3.5,,,1196487050000,"Sat, 01 Dec 2007 05:30:50 GMT",20071201053050,News & Politics,,
Election '08 and The Beatles: Pa...,201,"Professor Clifton East gives his prophetic analysis of the 2008 Democratic Presidential candidates...""with a little help from his friends,"" The Beatles.",206682,NewsInColor,BTZD_YTY8m0,,,3.5,,,1196487050000,"Sat, 01 Dec 2007 05:30:50 GMT",20071201053050,News & Politics,,
HamNation: A Day at The Hillquar...,120,HamNation takes a tour of the Dem front-runner's colorful office.,208519,mkhammer,mzas0vm6Tpk,,,3.5,,,1196487050000,"Sat, 01 Dec 2007 05:30:50 GMT",20071201053050,News & Politics,,
"Tony Snow, White House Press Sec...",253,"STUDENT CHALLENGE VIDEO:
http://www.youtube.com/watch?v =1Fzt4Q9VCpc
The Hermit is a production of
http://www.nocureforthat.com
theme music by $24
http://www.myspace.com/twentyf ourthousanddollars

hit me up:
http://www.myspace.com/davisis thehermit
http://www.facebook.com/profil e.php?id=735215573",137896,davisfleetwood,5nKL4mbUleI,,,3.5,,,1196487050000,"Sat, 01 Dec 2007 05:30:50 GMT",20071201053050,News & Politics,,
The Ron Paul Song (Shelby with F...,208,"Ron Paul for President 2008 - Campaign Song Written by and performed by Shelby Lindley. Some silly friends dropped in and joined me on this version. ;)

Permission to use this song in its original form or as an mp3/audio version at rallies and public events in support of Ron Paul is given providing notice is sent to the copyright holder, Shelby Lindley, via email on this YouTube website. Any alteration or editing must get writer's approval. All other rights reserved. 

Copyright(c)2007 Shelby Lindley. All rights reserved.",203317,ThatsTheTicket86,v6A7Iggebm4,,,4.5,,,1196487050000,"Sat, 01 Dec 2007 05:30:50 GMT",20071201053050,News & Politics,,
Mex vs BC (Born Citizen) Pt. 2 -...,47,"Which is the superior cultural product? The Latino Comedy Project's Mac/PC ad parody ""Mex vs BC (Born Citizen) Pt. 2"", a video from the LCP's all-new full-length sketch comedy show ""AlienNation"". Visit WWW.LCP.ORG or www.myspace.com/latinocomedypr oject for more info!",366545,LatinoComedyProject,IJMqdUGZZ9s,,,4.5,,,1196487050000,"Sat, 01 Dec 2007 05:30:50 GMT",20071201053050,Comedy,,
Gimme the Truth (The PolitiFact ...,177,What if someone - or something - could help you sort out the truth in politics? Introducing... the PolitiFact.com Truth-O-Meter! (In the form of a catchy music video).,112004,timesshooter,O80WRuLNp4g,,,3.5,,,1196487050000,"Sat, 01 Dec 2007 05:30:50 GMT",20071201053050,News & Politics,,
Vlog 10: I Come Out of the (Poli...,313,"In which I finally tell you a little about who I support.

[EDIT] Thank you to everyone who alerted me SUPER QUICKLY that my first attempt at uploading this was boo.",197628,MelissaJenna,EjxqENnZ8Lo,,,2.5,,,1196487050000,"Sat, 01 Dec 2007 05:30:50 GMT",20071201053050,News & Politics,,
Ninja Dance Party,52,"Ninjas from CMAC were recruited to be in a short film. While taking a coffee break, we were inspired to throw a little dance number together...
--------------------
Shout out/Shameless Plug goes to: University at Buffalo Combined Martial Arts Club (UB CMAC)

We offer a variety of classes to UB students (for free) including Capoeira, Eskrima, Bujinkan, Jiu-jitsu, San Shou, Tai Chi, and Lion Dance. In the past we've had Goju Ryu, Isshinryu, Wing Chun, Hung Gar, and Kuk Sool Won.

We also do random crazy stuff once in a while like this video (and Ninja Bowling posted earlier).

If you're interested 1) Goto UB 2) Look up CMAC!

You can check out our website here:
http://wings.buffalo.edu/sa/cm ac/",2039,zed4785,qu719Jrqbh0,,,3.5,,,1196902602000,"Thu, 06 Dec 2007 00:56:42 GMT",20071206005642,Entertainment,,
60 MINUTES TO LIVE,202,"my interpretation.
THANKS FOR THE FEATURE YOUTUBE!",159342,KRC588,IhEWicQr5Vk,,,3.5,,,1196902602000,"Thu, 06 Dec 2007 00:56:42 GMT",20071206005642,People & Blogs,,
"Potter Puppet Pals in ""Wizard Sw...",335,"Harry and the gang learn how to curse. Er, not like magical curses, like swearing. Just watch okay?",945833,NeilCicierega,TqTHmzMk0Cw,,,4.5,,,1196902602000,"Thu, 06 Dec 2007 00:56:42 GMT",20071206005642,Comedy,,
the vegetable orchestra,356,"Worldwide one of a kind, the Vegetable Orchestra performs on instruments made of fresh vegetables. The utilization of various ever refined vegetable instruments creates a musically and aesthetically unique sound universe.

http://www.vegetableorchestra. org

----- december 4th, 2007:
wow, were are really amazed about the flood of comments in the last hours. so thank you all for your kind and unkind comments. we really appreciated that! sorry that we can not answer all... it's just too much!

just one word to all the people who are concerned about people dying of starvation:
we are concerned too. but not doing this project does change nothing. it doesn't make the world a better place.
if you are really concerned about the distribution of wealth then do something about it! read books about the real cause of hunger. talk with your friends and family about it. change your own life and try to change politics. buy and support the right things. it is not people using vegetables differently than usual that make the world a bad place. it's all of us wanting too much. our own car, a new cellphone, a bigger house with air condition, more money...
sending the vegetables to africa does not help. on the contrary it destroys the markets there, so people can not sell their own produce, because the imported one is too cheap. 

and by the way: people have used vegetables for music for centuries. also in africa.

----- december 5th, 2007:
sorry, we had to disable commenting temporarily. it's way too much to handle at the moment. thank you all nevertheless!",473712,vegetableorchestra,hpfYt7vRHuY,,,4.5,,,1196902602000,"Thu, 06 Dec 2007 00:56:42 GMT",20071206005642,Music,,
２足立ち,35,"動画で初めて、２足立ちするこまの撮影に成功しました。
ちょっと短いですが、猫じゃらしの鈴の音に合わせて「気を付け～ ！」をする姿が笑えます♪",1490,mumucoma,57hSqLLfOv4,,,4.5,,,1196902602000,"Thu, 06 Dec 2007 00:56:42 GMT",20071206005642,Pets & Animals,,
CALLOUT,133,"EastCoast krumpers Buck event Dec 8 2007 Clinton, NC",201116,calvinofkappo,cOkI6iGylf4,,,2.5,,,1196902602000,"Thu, 06 Dec 2007 00:56:42 GMT",20071206005642,Entertainment,,
"""Rocket & Go"" A Dan Talevski Ori...",162,"http://www.myspace.com/dantale vski
e-mail: danjt87@hotmail.com

Please  SUBSCRIBE!!
Recorded Version: http://www.youtube.com/watch?v =OfSfDL4Ke5w
*I am just playing the basic piano for a simple melody.  I know I am not the best.
This a track I wrote this past summer.  I hope you all enjoy it!

LYRICS
I'm on my way.
Got six dollars in my pocket
Don't where I'm headed but,
I wanna make like a rocket and go,
So no one can catch me.
I'm on my mark, lets go, i'm ready.
Please listen baby, I need this baby,
come with me baby, lets go.

CHORUS
Push the pedal to the floor, I'm out of here.
Can't take it anymore, i need you here.
I can't make up my mind, i run with fear.
Don't wanna leave you behind, so I'll make like a rocket and go.

Departure time.
I ain't looking back, i'm out to shine.
Just gotta get to you girl.
Want you to know I'm for sure, i'm ready.
My mind is set.
No one can change the way I feel about the future.
Please listen baby, 
You need me baby, i'm ready baby, 
lets go.

CHORUS
Push the pedal to the floor, I'm out of here.
I can't take it anymore, i need you here.
I can't make up my mind, i run with fear.
Don't wanna have no more tears, so I'll make like a rocket and go.",283221,DanJT87,EKBUcxsWE0U,,,3.5,,,1196902602000,"Thu, 06 Dec 2007 00:56:42 GMT",20071206005642,Music,,
The Ultimate Poker Showdown!,163,"Chips, Cards and ACTION! The most amazing poker EVER!!! Comment, Rate and Subscribe.
Because when you subscribe a baby laughs for the first time... You don't hate babies do you?!?!

Check out my blog at http://shareyourlife.typepad.c om for lots of Awesomeness!!!

All music is royalty free from http://incompetech.com/ and thanks as always to my man Ash!",546137,Hughsnews,GNV7qb9IWGc,,,3.5,,,1196902602000,"Thu, 06 Dec 2007 00:56:42 GMT",20071206005642,Comedy,,
World AIDS Day 2007,70,"World AIDS Day is December 1. According to the World Health Organization, there are 33.2 million people in the world today living with HIV/AIDS.  This video dramatizes the immense scope of that number with a series of one-second scenes representing each individual.  Help us win the fight against HIV/AIDS.  www.amfAR.org",319392,fighthiv,vGcnc2tgjZI,,,3.5,,,1196902602000,"Thu, 06 Dec 2007 00:56:42 GMT",20071206005642,Nonprofits & Activism,,
Hailey Wojcik / Dinosaur Bone / ...,193,"Music video for my song ""Dinosaur Bone"", from my album, Jealous Sees.
****************************** ***************************Tha nk you all so much for watching and listening, and to those of you who enjoy it, double thank you for your supportive comments and messages! I'm trying to respond to as many as I can because I really do appreciate your positive feedback. :) If ya like what you see here, subscribe to my channel because I'm working on a bunch of different projects right now and there's more to come. Also check out my website http://www.haileywojcik.com for more info.

Enjoy!

xo,
hailey",311248,HaileyWojcik,pVkUG6XLItc,,,3.5,,,1196902602000,"Thu, 06 Dec 2007 00:56:42 GMT",20071206005642,Music,,
"The Strike, Your Marriage and You",177,"With the assistance of Christina Applegate, Samantha Who? writer Bob Kushell helps you survive your marriage during the Writers' Strike.",324362,wgaamerica,EtcF1_BBq5Q,,,4.5,,,1196902602000,"Thu, 06 Dec 2007 00:56:42 GMT",20071206005642,Comedy,,
Sock Vlog,221,"Sock Vlog

Thanks to all of you who have voted and still vote and leave comments. It touches me a lot :) Normally I answer all the comments on my vids. But here I can't, there are too many ! :D But be sure that I read all of them them. 
My love to all of you ^^",440099,parisiansock,s03r1n6xVH0,,,4.5,,,1196902602000,"Thu, 06 Dec 2007 00:56:42 GMT",20071206005642,People & Blogs,,
Daedelus - Fair Weather Friends,186,"Animated Video for Daedelus track 'Fair Weather Friends' from 'Fair Weather Friends EP' available digitally and on LP here: http://www.ninjatune.net/fairw eatherfriends/# 

Directed by Jordan Kim 

2007",10974,enchantedfern,kRJ2YvRv3N4,,,4.5,,,1196923300000,"Thu, 06 Dec 2007 06:41:40 GMT",20071206064140,Music,,
Ninja Dance Party,52,"Ninjas from CMAC were recruited to be in a short film. While taking a coffee break, we were inspired to throw a little dance number together...
--------------------
Shout out/Shameless Plug goes to: University at Buffalo Combined Martial Arts Club (UB CMAC)

We offer a variety of classes to UB students (for free) including Capoeira, Eskrima, Bujinkan, Jiu-jitsu, San Shou, Tai Chi, and Lion Dance. In the past we've had Goju Ryu, Isshinryu, Wing Chun, Hung Gar, and Kuk Sool Won.

We also do random crazy stuff once in a while like this video (and Ninja Bowling posted earlier).

If you're interested 1) Goto UB 2) Look up CMAC!

You can check out our website here:
http://wings.buffalo.edu/sa/cm ac/",177412,zed4785,qu719Jrqbh0,,,3.5,,,1196923300000,"Thu, 06 Dec 2007 06:41:40 GMT",20071206064140,Entertainment,,
60 MINUTES TO LIVE,202,"my interpretation.
THANKS FOR THE FEATURE YOUTUBE!",202968,KRC588,IhEWicQr5Vk,,,3.5,,,1196923300000,"Thu, 06 Dec 2007 06:41:40 GMT",20071206064140,People & Blogs,,
"Potter Puppet Pals in ""Wizard Sw...",335,"Harry and the gang learn how to curse. Er, not like magical curses, like swearing. Just watch okay?",1078,NeilCicierega,TqTHmzMk0Cw,,,4.5,,,1196923300000,"Thu, 06 Dec 2007 06:41:40 GMT",20071206064140,Comedy,,
the vegetable orchestra,356,"Worldwide one of a kind, the Vegetable Orchestra performs on instruments made of fresh vegetables. The utilization of various ever refined vegetable instruments creates a musically and aesthetically unique sound universe.

http://www.vegetableorchestra. org

----- december 4th, 2007:
wow, were are really amazed about the flood of comments in the last hours. so thank you all for your kind and unkind comments. we really appreciated that! sorry that we can not answer all... it's just too much!

just one word to all the people who are concerned about people dying of starvation:
we are concerned too. but not doing this project does change nothing. it doesn't make the world a better place.
if you are really concerned about the distribution of wealth then do something about it! read books about the real cause of hunger. talk with your friends and family about it. change your own life and try to change politics. buy and support the right things. it is not people using vegetables differently than usual that make the world a bad place. it's all of us wanting too much. our own car, a new cellphone, a bigger house with air condition, more money...
sending the vegetables to africa does not help. on the contrary it destroys the markets there, so people can not sell their own produce, because the imported one is too cheap. 

and by the way: people have used vegetables for music for centuries. also in africa.

----- december 5th, 2007:
sorry, we had to disable commenting temporarily. it's way too much to handle at the moment. thank you all nevertheless!",513517,vegetableorchestra,hpfYt7vRHuY,,,4.5,,,1196923300000,"Thu, 06 Dec 2007 06:41:40 GMT",20071206064140,Music,,
２足立ち,35,"動画で初めて、２足立ちするこまの撮影に成功しました。
ちょっと短いですが、猫じゃらしの鈴の音に合わせて「気を付け～ ！」をする姿が笑えます♪",1609,mumucoma,57hSqLLfOv4,,,4.5,,,1196923300000,"Thu, 06 Dec 2007 06:41:40 GMT",20071206064140,Pets & Animals,,
CALLOUT,133,"EastCoast krumpers Buck event Dec 8 2007 Clinton, NC",212667,calvinofkappo,cOkI6iGylf4,,,2.5,,,1196923300000,"Thu, 06 Dec 2007 06:41:40 GMT",20071206064140,Entertainment,,
"""Rocket & Go"" A Dan Talevski Ori...",162,"http://www.myspace.com/dantale vski
e-mail: danjt87@hotmail.com

Please  SUBSCRIBE!!
Recorded Version: http://www.youtube.com/watch?v =OfSfDL4Ke5w
*I am just playing the basic piano for a simple melody.  I know I am not the best.
This a track I wrote this past summer.  I hope you all enjoy it!

LYRICS
I'm on my way.
Got six dollars in my pocket
Don't where I'm headed but,
I wanna make like a rocket and go,
So no one can catch me.
I'm on my mark, lets go, i'm ready.
Please listen baby, I need this baby,
come with me baby, lets go.

CHORUS
Push the pedal to the floor, I'm out of here.
Can't take it anymore, i need you here.
I can't make up my mind, i run with fear.
Don't wanna leave you behind, so I'll make like a rocket and go.

Departure time.
I ain't looking back, i'm out to shine.
Just gotta get to you girl.
Want you to know I'm for sure, i'm ready.
My mind is set.
No one can change the way I feel about the future.
Please listen baby, 
You need me baby, i'm ready baby, 
lets go.

CHORUS
Push the pedal to the floor, I'm out of here.
I can't take it anymore, i need you here.
I can't make up my mind, i run with fear.
Don't wanna have no more tears, so I'll make like a rocket and go.",295698,DanJT87,EKBUcxsWE0U,,,3.5,,,1196923300000,"Thu, 06 Dec 2007 06:41:40 GMT",20071206064140,Music,,
The Ultimate Poker Showdown!,163,"Chips, Cards and ACTION! The most amazing poker EVER!!! Comment, Rate and Subscribe.
Because when you subscribe a baby laughs for the first time... You don't hate babies do you?!?!

Check out my blog at http://shareyourlife.typepad.c om for lots of Awesomeness!!!

All music is royalty free from http://incompetech.com/ and thanks as always to my man Ash!",564490,Hughsnews,GNV7qb9IWGc,,,3.5,,,1196923300000,"Thu, 06 Dec 2007 06:41:40 GMT",20071206064140,Comedy,,
World AIDS Day 2007,70,"World AIDS Day is December 1. According to the World Health Organization, there are 33.2 million people in the world today living with HIV/AIDS.  This video dramatizes the immense scope of that number with a series of one-second scenes representing each individual.  Help us win the fight against HIV/AIDS.  www.amfAR.org",328837,fighthiv,vGcnc2tgjZI,,,3.5,,,1196923300000,"Thu, 06 Dec 2007 06:41:40 GMT",20071206064140,Nonprofits & Activism,,
Hailey Wojcik / Dinosaur Bone / ...,193,"Music video for my song ""Dinosaur Bone"", from my album, Jealous Sees.
****************************** ***************************Tha nk you all so much for watching and listening, and to those of you who enjoy it, double thank you for your supportive comments and messages! I'm trying to respond to as many as I can because I really do appreciate your positive feedback. :) If ya like what you see here, subscribe to my channel because I'm working on a bunch of different projects right now and there's more to come. Also check out my website http://www.haileywojcik.com for more info.

Enjoy!

xo,
hailey",339121,HaileyWojcik,pVkUG6XLItc,,,3.5,,,1196923300000,"Thu, 06 Dec 2007 06:41:40 GMT",20071206064140,Music,,
"The Strike, Your Marriage and You",177,"With the assistance of Christina Applegate, Samantha Who? writer Bob Kushell helps you survive your marriage during the Writers' Strike.",334324,wgaamerica,EtcF1_BBq5Q,,,4.5,,,1196923300000,"Thu, 06 Dec 2007 06:41:40 GMT",20071206064140,Comedy,,
I AM A MUSLIM!,134,"http://www.linktv.org/onenatio n/films/view/17
This video has been submitted to the Link TV One Nation One Voice contest. PLEASE support it =)




The New Jersey Chapter of MAS (Muslim American Society) put together this message dispelling some of the stereotypes of Muslims, calling for peace and unity and encourages Muslims to be proud of their faith. This informative and very entertaining message is brought to you by the Muslim American Societies Media Foundation.
www.masmediafoundation.org",200611,Muradaldin,JQXh20OuhIc,,,4.5,,,1196982282000,"Thu, 06 Dec 2007 23:04:42 GMT",20071206230442,People & Blogs,,
Daedelus - Fair Weather Friends,186,"Animated Video for Daedelus track 'Fair Weather Friends' from 'Fair Weather Friends EP' available digitally and on LP here: http://www.ninjatune.net/fairw eatherfriends/# 

Directed by Jordan Kim 

2007",65510,enchantedfern,kRJ2YvRv3N4,,,4.5,,,1196982282000,"Thu, 06 Dec 2007 23:04:42 GMT",20071206230442,Music,,
Ninja Dance Party,52,"Ninjas from CMAC were recruited to be in a short film. While taking a coffee break, we were inspired to throw a little dance number together...
--------------------
Shout out/Shameless Plug goes to: University at Buffalo Combined Martial Arts Club (UB CMAC)

We offer a variety of classes to UB students (for free) including Capoeira, Eskrima, Bujinkan, Jiu-jitsu, San Shou, Tai Chi, and Lion Dance. In the past we've had Goju Ryu, Isshinryu, Wing Chun, Hung Gar, and Kuk Sool Won.

We also do random crazy stuff once in a while like this video (and Ninja Bowling posted earlier).

If you're interested 1) Goto UB 2) Look up CMAC!

You can check out our website here:
http://wings.buffalo.edu/sa/cm ac/",431909,zed4785,qu719Jrqbh0,,,3.5,,,1196982282000,"Thu, 06 Dec 2007 23:04:42 GMT",20071206230442,Entertainment,,
60 MINUTES TO LIVE,202,"my interpretation.
THANKS FOR THE FEATURE YOUTUBE!",235072,KRC588,IhEWicQr5Vk,,,3.5,,,1196982282000,"Thu, 06 Dec 2007 23:04:42 GMT",20071206230442,People & Blogs,,
"Potter Puppet Pals in ""Wizard Sw...",335,"Harry and the gang learn how to curse. Er, not like magical curses, like swearing. Just watch okay?",1164,NeilCicierega,TqTHmzMk0Cw,,,4.5,,,1196982282000,"Thu, 06 Dec 2007 23:04:42 GMT",20071206230442,Comedy,,
